,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
713,45,0,Travel_Rarely,Research & Development,1,4,4,1,Laboratory Technician,4,Divorced,2270,3,0,14,4,3,5,3
714,50,0,Travel_Rarely,Research & Development,1,2,4,0,Research Director,4,Divorced,17399,9,0,22,3,2,5,4
715,33,0,Travel_Frequently,Research & Development,1,4,3,1,Healthcare Representative,2,Married,5488,1,1,13,1,3,6,5
716,41,0,Travel_Frequently,Research & Development,9,3,1,0,Research Director,3,Divorced,19419,2,0,17,2,4,18,16
717,27,0,Travel_Rarely,Research & Development,16,4,3,1,Laboratory Technician,2,Married,2811,9,0,14,2,3,2,2
718,45,0,Non-Travel,Research & Development,23,2,4,0,Laboratory Technician,1,Married,3633,1,1,15,3,3,9,8
719,47,0,Travel_Rarely,Sales,4,2,4,1,Sales Executive,4,Single,4163,1,1,17,3,3,9,0
720,30,1,Travel_Rarely,Research & Development,22,3,1,1,Research Scientist,3,Married,2132,4,1,11,2,3,5,2
721,50,0,Travel_Rarely,Research & Development,24,3,4,0,Manufacturing Director,3,Married,13973,3,1,18,4,3,12,11
722,38,0,Travel_Frequently,Research & Development,10,1,3,0,Research Scientist,3,Married,2684,0,0,17,2,2,2,1
723,46,0,Travel_Rarely,Research & Development,7,2,4,0,Manufacturing Director,3,Divorced,10845,6,0,13,2,3,8,7
724,24,0,Travel_Rarely,Research & Development,17,1,4,1,Manufacturing Director,3,Divorced,4377,1,0,15,2,3,4,2
725,35,1,Travel_Rarely,Research & Development,14,4,3,0,Laboratory Technician,2,Divorced,3743,1,1,24,4,1,4,2
726,31,0,Travel_Frequently,Research & Development,1,1,3,1,Manufacturing Director,1,Married,4148,1,0,12,3,3,4,3
727,18,0,Non-Travel,Research & Development,5,2,2,0,Research Scientist,4,Single,1051,1,0,15,4,3,0,0
728,54,0,Travel_Rarely,Research & Development,17,3,3,1,Manufacturing Director,3,Married,10739,8,0,11,3,3,10,7
729,35,0,Travel_Rarely,Research & Development,25,4,3,1,Healthcare Representative,3,Divorced,10388,1,1,11,3,2,16,10
730,30,0,Travel_Rarely,Research & Development,8,2,2,1,Research Director,1,Married,11416,0,1,12,3,2,8,7
731,20,1,Travel_Rarely,Research & Development,11,3,4,1,Research Scientist,1,Single,2600,1,1,15,1,3,1,0
732,30,1,Travel_Frequently,Research & Development,5,3,2,1,Laboratory Technician,2,Single,2422,0,0,17,1,3,3,2
733,26,0,Travel_Rarely,Research & Development,2,2,4,0,Manufacturing Director,4,Married,5472,1,0,12,2,3,8,7
734,22,0,Travel_Rarely,Research & Development,8,1,2,0,Laboratory Technician,1,Married,2451,1,0,15,1,2,4,3
735,48,0,Travel_Rarely,Research & Development,6,3,1,0,Healthcare Representative,3,Single,4240,2,0,13,4,3,2,2
736,48,0,Travel_Rarely,Research & Development,4,4,3,0,Healthcare Representative,3,Single,10999,7,0,14,2,3,15,11
737,41,0,Travel_Rarely,Research & Development,7,2,4,1,Manufacturing Director,3,Single,5003,6,0,14,2,3,2,2
738,39,0,Travel_Rarely,Research & Development,1,1,4,1,Manufacturing Director,4,Married,12742,1,0,16,3,3,21,6
739,27,0,Travel_Rarely,Research & Development,2,4,1,1,Manufacturing Director,4,Married,4227,0,0,18,2,3,3,2
740,35,0,Travel_Rarely,Research & Development,10,3,2,0,Laboratory Technician,4,Divorced,3917,1,0,20,1,2,3,2
741,42,0,Travel_Rarely,Sales,5,2,4,0,Manager,3,Married,18303,6,0,13,2,4,1,0
742,50,0,Travel_Rarely,Research & Development,9,3,1,0,Laboratory Technician,4,Married,2380,4,0,18,2,3,1,0
743,59,0,Travel_Rarely,Research & Development,2,3,3,1,Manufacturing Director,4,Single,13726,3,1,13,1,3,5,3
744,37,1,Travel_Rarely,Research & Development,11,2,1,1,Healthcare Representative,2,Married,4777,5,0,15,1,1,1,0
745,55,0,Travel_Frequently,Research & Development,18,4,3,0,Healthcare Representative,2,Married,6385,3,1,14,4,3,8,7
746,41,0,Non-Travel,Research & Development,7,1,2,1,Research Director,3,Divorced,19973,1,0,22,2,3,21,16
747,38,0,Travel_Rarely,Sales,3,4,2,0,Sales Executive,4,Single,6861,8,1,12,3,3,1,0
748,26,1,Non-Travel,Sales,29,2,2,0,Sales Executive,1,Single,4969,8,0,18,4,3,2,2
749,52,1,Travel_Rarely,Sales,2,1,1,1,Manager,4,Married,19845,1,0,15,4,3,32,14
750,44,0,Travel_Rarely,Sales,28,3,4,1,Sales Executive,4,Married,13320,3,1,18,3,3,12,11
751,50,0,Non-Travel,Sales,1,3,4,1,Sales Executive,3,Married,6347,0,0,12,1,3,18,7
752,36,1,Travel_Rarely,Research & Development,16,4,3,1,Laboratory Technician,1,Single,2743,1,0,16,3,3,17,13
753,39,0,Travel_Frequently,Research & Development,22,3,4,1,Manufacturing Director,1,Single,10880,1,1,13,3,3,21,6
754,33,0,Non-Travel,Sales,8,1,2,1,Sales Representative,4,Single,2342,0,0,19,4,2,2,2
755,45,0,Travel_Rarely,Sales,11,2,4,1,Manager,4,Married,17650,3,0,13,2,4,9,3
756,32,0,Non-Travel,Research & Development,29,4,4,1,Laboratory Technician,3,Single,4025,9,0,12,2,3,8,7
757,34,0,Travel_Rarely,Sales,1,4,2,0,Sales Executive,4,Divorced,9725,0,0,11,4,2,15,1
758,59,0,Travel_Rarely,Sales,1,2,2,0,Manager,4,Married,11904,3,1,14,3,1,6,4
759,45,0,Travel_Rarely,Human Resources,24,4,2,0,Human Resources,2,Single,2177,1,0,16,1,3,6,3
760,53,0,Travel_Frequently,Sales,2,3,3,1,Sales Executive,2,Married,7525,2,0,12,1,3,15,7
761,36,1,Travel_Rarely,Research & Development,15,3,1,0,Laboratory Technician,3,Divorced,4834,7,0,14,2,2,1,0
762,26,1,Travel_Frequently,Research & Development,2,3,1,0,Research Scientist,1,Married,2042,6,1,14,2,3,3,2
763,34,0,Travel_Rarely,Sales,10,4,3,1,Sales Representative,3,Married,2220,1,1,19,4,3,1,1
764,28,0,Travel_Rarely,Sales,10,1,4,0,Sales Representative,2,Married,1052,1,0,22,2,3,1,0
765,38,0,Travel_Frequently,Research & Development,3,4,3,0,Research Scientist,3,Married,2821,3,0,16,1,3,2,2
766,50,0,Travel_Rarely,Research & Development,2,4,2,0,Research Director,3,Married,19237,2,1,11,4,2,8,1
767,37,0,Travel_Rarely,Research & Development,3,3,4,1,Healthcare Representative,2,Single,4107,3,0,15,1,2,4,3
768,40,0,Travel_Rarely,Sales,26,3,3,0,Sales Executive,1,Married,8396,1,0,14,2,2,7,7
769,26,0,Travel_Frequently,Research & Development,1,1,1,1,Research Scientist,3,Divorced,2007,1,0,13,3,3,5,3
770,46,0,Travel_Rarely,Research & Development,1,4,4,0,Research Director,4,Divorced,19627,9,0,17,4,3,2,2
771,54,0,Travel_Rarely,Sales,2,4,3,1,Sales Executive,3,Married,10686,6,0,11,2,3,9,4
772,56,0,Travel_Frequently,Research & Development,9,3,1,1,Research Scientist,3,Married,2942,2,0,19,2,3,5,4
773,36,0,Travel_Rarely,Research & Development,12,5,4,1,Manufacturing Director,4,Single,8858,0,0,11,2,2,14,8
774,55,0,Non-Travel,Research & Development,2,1,3,0,Manager,1,Single,16756,7,0,15,2,4,9,7
775,43,0,Travel_Rarely,Sales,25,3,3,0,Sales Executive,4,Divorced,10798,5,0,13,3,3,1,0
776,20,1,Travel_Frequently,Sales,9,3,4,1,Sales Representative,4,Single,2323,1,1,14,2,3,2,2
777,21,1,Travel_Rarely,Research & Development,10,3,3,1,Laboratory Technician,1,Single,1416,1,0,13,1,2,1,0
778,46,0,Travel_Rarely,Research & Development,8,4,4,1,Research Scientist,1,Divorced,4615,8,1,23,1,3,16,13
779,51,1,Travel_Rarely,Research & Development,4,4,1,0,Research Scientist,3,Married,2461,9,1,12,3,4,10,0
780,28,1,Non-Travel,Research & Development,24,2,2,0,Healthcare Representative,1,Single,8722,1,0,12,1,2,10,7
781,26,0,Travel_Rarely,Research & Development,1,2,1,0,Laboratory Technician,1,Married,3955,1,0,16,1,3,5,3
782,30,0,Travel_Rarely,Research & Development,20,3,3,0,Manufacturing Director,1,Married,9957,0,0,15,3,2,6,2
783,41,0,Travel_Rarely,Research & Development,7,2,2,1,Research Scientist,3,Married,3376,1,0,13,3,3,10,6
784,38,0,Travel_Rarely,Research & Development,17,1,3,1,Healthcare Representative,3,Married,8823,0,0,18,1,2,19,9
785,40,0,Travel_Rarely,Research & Development,20,4,1,0,Healthcare Representative,4,Married,10322,4,0,20,4,3,11,10
786,27,0,Non-Travel,Research & Development,8,5,1,0,Laboratory Technician,3,Married,4621,1,0,19,4,3,3,2
787,55,0,Travel_Frequently,Research & Development,2,1,4,0,Manufacturing Director,2,Married,10976,3,0,18,2,3,3,2
788,28,0,Travel_Rarely,Research & Development,10,3,3,1,Research Scientist,3,Single,3660,3,0,13,4,4,8,7
789,44,1,Travel_Rarely,Human Resources,1,2,2,0,Human Resources,1,Married,10482,9,0,14,4,3,20,6
790,33,0,Travel_Rarely,Research & Development,5,3,4,0,Healthcare Representative,4,Divorced,7119,4,0,15,3,3,3,2
791,35,1,Travel_Rarely,Sales,4,3,4,0,Sales Executive,1,Single,9582,0,1,22,1,3,8,7
792,33,1,Travel_Frequently,Research & Development,29,4,1,1,Research Scientist,3,Single,4508,1,0,22,2,3,13,7
793,28,0,Travel_Rarely,Research & Development,15,2,1,0,Laboratory Technician,3,Divorced,2207,1,0,16,4,2,4,2
794,34,0,Travel_Frequently,Research & Development,3,1,1,0,Healthcare Representative,4,Single,7756,0,0,17,3,2,6,2
795,37,0,Travel_Rarely,Sales,10,4,4,1,Sales Executive,4,Divorced,6694,2,1,14,3,3,1,0
796,25,1,Travel_Rarely,Research & Development,4,1,4,0,Laboratory Technician,4,Married,3691,1,1,15,2,4,7,7
797,26,1,Travel_Rarely,Research & Development,21,3,1,0,Laboratory Technician,3,Divorced,2377,1,0,20,3,2,1,1
798,33,1,Travel_Rarely,Research & Development,25,3,1,0,Research Scientist,2,Single,2313,4,1,20,2,3,2,2
799,42,0,Travel_Rarely,Research & Development,2,2,4,0,Manager,1,Married,17665,0,0,17,4,3,22,6
800,28,1,Travel_Frequently,Research & Development,1,3,1,0,Laboratory Technician,2,Divorced,2596,1,0,15,1,3,1,0
801,50,1,Travel_Frequently,Sales,1,4,4,0,Sales Executive,3,Single,4728,3,1,14,4,3,0,0
802,33,0,Travel_Frequently,Sales,7,3,4,1,Sales Executive,2,Married,4302,0,0,17,3,3,3,2
803,34,0,Non-Travel,Research & Development,3,4,3,0,Research Scientist,4,Married,2979,3,0,17,4,3,0,0
804,48,0,Non-Travel,Research & Development,1,4,1,0,Manager,4,Single,16885,2,0,22,3,2,5,4
805,45,0,Non-Travel,Sales,9,4,2,1,Sales Executive,3,Married,5593,1,0,13,4,3,15,10
806,52,0,Travel_Rarely,Research & Development,7,4,2,0,Healthcare Representative,2,Single,10445,7,0,19,4,3,8,6
807,38,0,Travel_Rarely,Sales,10,4,3,0,Sales Executive,3,Divorced,8740,0,1,14,2,3,8,7
808,29,0,Travel_Rarely,Research & Development,28,4,3,1,Research Scientist,4,Divorced,2514,4,0,22,1,3,7,5
809,28,0,Travel_Rarely,Research & Development,3,3,4,1,Manufacturing Director,2,Divorced,7655,0,0,17,2,2,9,7
810,46,0,Travel_Rarely,Sales,3,1,1,0,Manager,3,Married,17465,3,0,12,4,3,12,9
811,38,0,Travel_Rarely,Sales,2,2,4,0,Sales Executive,2,Single,7351,7,0,16,3,3,1,0
812,43,0,Travel_Frequently,Research & Development,27,3,3,1,Manufacturing Director,1,Married,10820,8,0,11,3,3,8,7
813,39,1,Travel_Frequently,Research & Development,2,3,1,0,Healthcare Representative,4,Divorced,12169,7,0,11,4,3,18,7
814,40,0,Travel_Rarely,Research & Development,14,3,3,0,Research Director,3,Single,19626,1,0,14,1,4,20,7
815,21,0,Travel_Rarely,Research & Development,1,1,4,1,Research Scientist,2,Single,2070,1,1,11,3,4,2,2
816,39,0,Non-Travel,Research & Development,9,3,3,0,Laboratory Technician,2,Single,6782,9,0,15,3,2,5,4
817,36,0,Non-Travel,Research & Development,18,4,1,0,Manufacturing Director,4,Single,7779,2,0,20,1,3,11,9
818,31,0,Travel_Frequently,Sales,20,3,3,0,Sales Representative,4,Married,2791,0,0,12,1,3,2,2
819,28,0,Travel_Rarely,Research & Development,2,1,1,0,Research Scientist,2,Married,3201,0,0,17,1,1,5,3
820,35,0,Travel_Frequently,Sales,11,2,4,0,Sales Executive,4,Divorced,4968,1,0,11,4,3,5,2
821,49,0,Travel_Rarely,Sales,8,4,4,0,Sales Executive,2,Married,13120,6,0,17,2,3,9,8
822,34,0,Travel_Frequently,Research & Development,2,2,4,0,Manufacturing Director,3,Single,4033,2,0,11,4,2,3,2
823,29,0,Travel_Frequently,Research & Development,10,3,4,1,Research Scientist,2,Divorced,3291,0,0,14,4,2,7,5
824,42,0,Travel_Rarely,Research & Development,29,3,2,0,Laboratory Technician,4,Single,4272,4,0,19,1,3,1,0
825,29,0,Travel_Rarely,Research & Development,8,1,2,0,Manufacturing Director,4,Married,5056,1,1,15,3,2,10,7
826,38,0,Travel_Rarely,Human Resources,1,3,3,0,Human Resources,3,Married,2844,1,0,13,4,4,7,6
827,28,0,Travel_Frequently,Research & Development,6,3,3,0,Research Scientist,3,Divorced,2703,1,1,14,4,3,3,1
828,18,1,Non-Travel,Research & Development,8,1,3,0,Laboratory Technician,3,Single,1904,1,0,12,4,3,0,0
829,33,1,Travel_Rarely,Sales,9,4,1,1,Sales Executive,1,Single,8224,0,1,17,1,3,5,2
830,41,0,Travel_Rarely,Research & Development,12,4,2,0,Laboratory Technician,4,Married,4766,3,1,11,1,3,1,0
831,31,1,Travel_Frequently,Research & Development,15,3,3,0,Laboratory Technician,3,Married,2610,1,0,12,3,2,2,2
832,37,0,Travel_Rarely,Research & Development,25,2,3,1,Healthcare Representative,4,Divorced,5731,7,0,13,3,3,6,2
833,27,0,Travel_Rarely,Research & Development,6,3,4,0,Research Scientist,3,Married,2539,1,0,13,3,3,4,2
834,34,0,Travel_Rarely,Sales,9,1,2,1,Sales Executive,3,Married,5714,1,0,20,1,2,6,5
835,35,0,Travel_Rarely,Human Resources,8,4,3,0,Human Resources,3,Single,4323,1,0,17,2,1,5,4
836,29,1,Travel_Rarely,Sales,23,1,4,1,Sales Executive,1,Married,7336,1,0,13,1,1,11,8
837,40,0,Travel_Frequently,Research & Development,9,4,2,1,Research Director,3,Single,13499,9,0,17,3,2,18,7
838,42,1,Travel_Frequently,Sales,12,3,3,0,Sales Executive,1,Single,13758,0,1,12,2,2,21,9
839,42,0,Travel_Rarely,Sales,4,4,2,0,Sales Executive,1,Single,5155,7,0,13,4,4,6,4
840,35,0,Travel_Rarely,Research & Development,1,4,4,0,Laboratory Technician,3,Married,2258,6,0,12,2,3,8,0
841,24,0,Travel_Rarely,Research & Development,24,3,4,0,Laboratory Technician,2,Single,3597,8,0,22,4,3,4,3
842,28,1,Travel_Rarely,Research & Development,12,1,3,1,Laboratory Technician,4,Married,2515,1,1,11,4,2,1,1
843,26,0,Travel_Rarely,Research & Development,3,4,1,0,Laboratory Technician,4,Married,4420,1,0,22,2,3,8,7
844,30,0,Travel_Rarely,Sales,10,3,3,0,Sales Executive,3,Married,6578,1,0,18,1,3,10,3
845,40,0,Travel_Frequently,Research & Development,26,2,3,1,Research Scientist,4,Married,4422,3,1,13,4,1,1,1
846,35,0,Travel_Rarely,Research & Development,2,3,3,0,Manufacturing Director,2,Divorced,10274,2,0,18,2,4,7,7
847,34,0,Travel_Frequently,Research & Development,1,3,4,0,Healthcare Representative,1,Single,5343,0,0,20,3,3,13,9
848,35,0,Travel_Frequently,Research & Development,4,4,4,0,Laboratory Technician,4,Married,2376,1,0,13,2,4,2,2
849,43,1,Travel_Rarely,Sales,9,3,1,1,Sales Executive,3,Single,5346,8,0,13,2,2,4,3
850,32,0,Non-Travel,Sales,2,1,3,1,Sales Representative,1,Divorced,2827,1,0,12,3,3,1,0
851,56,0,Travel_Rarely,Research & Development,4,4,4,1,Manager,1,Divorced,19943,4,0,13,4,3,5,2
852,29,0,Travel_Rarely,Research & Development,6,1,2,1,Laboratory Technician,4,Married,3131,1,0,13,1,3,10,8
853,19,0,Travel_Rarely,Research & Development,9,2,3,0,Research Scientist,1,Single,2552,1,0,25,3,3,1,1
854,45,0,Travel_Rarely,Research & Development,7,3,1,1,Research Scientist,3,Married,4477,4,1,19,3,2,3,2
855,37,0,Travel_Rarely,Research & Development,1,3,4,1,Manufacturing Director,4,Married,6474,1,0,13,2,2,14,8
856,20,0,Travel_Rarely,Research & Development,3,3,1,0,Laboratory Technician,3,Single,3033,1,0,12,1,2,2,2
857,44,1,Travel_Rarely,Research & Development,10,4,3,0,Research Scientist,3,Single,2936,1,1,11,3,3,6,4
858,53,0,Travel_Rarely,Research & Development,7,2,4,1,Manager,3,Divorced,18606,3,0,18,2,3,7,7
859,29,0,Travel_Rarely,Research & Development,15,1,2,1,Research Scientist,4,Married,2168,0,1,18,1,2,5,4
860,22,1,Travel_Frequently,Research & Development,3,4,3,0,Research Scientist,4,Married,2853,0,1,11,2,3,0,0
861,46,0,Travel_Rarely,Sales,2,3,3,1,Manager,1,Married,17048,8,0,23,1,3,26,15
862,44,0,Non-Travel,Research & Development,17,3,4,0,Research Scientist,3,Single,2290,2,0,13,4,3,0,0
863,33,0,Travel_Rarely,Human Resources,2,3,2,0,Human Resources,3,Married,3600,1,0,13,4,3,5,4
864,41,1,Non-Travel,Research & Development,5,2,1,0,Research Scientist,1,Divorced,2107,6,0,17,1,1,1,0
865,30,0,Travel_Rarely,Sales,29,4,3,0,Sales Executive,1,Divorced,4115,8,0,19,3,3,4,3
866,40,0,Travel_Frequently,Sales,2,4,2,0,Sales Executive,2,Married,4327,5,0,12,4,3,0,0
867,50,0,Travel_Frequently,Research & Development,2,3,4,1,Manager,1,Married,17856,2,0,22,3,3,2,2
868,28,0,Travel_Rarely,Research & Development,19,4,4,0,Laboratory Technician,1,Married,3196,1,0,12,3,3,6,5
869,46,0,Travel_Rarely,Research & Development,15,2,4,0,Research Director,2,Married,19081,5,0,11,1,3,4,2
870,35,0,Travel_Rarely,Sales,17,4,3,0,Sales Executive,1,Married,8966,3,1,15,4,3,7,7
871,24,1,Travel_Rarely,Research & Development,17,2,4,1,Laboratory Technician,2,Married,2210,1,0,13,1,1,1,0
872,33,0,Travel_Frequently,Sales,25,3,2,1,Sales Executive,3,Married,4539,1,0,12,1,2,10,7
873,36,0,Travel_Rarely,Research & Development,6,4,3,0,Laboratory Technician,3,Divorced,2741,1,0,14,3,3,7,7
874,30,0,Travel_Rarely,Research & Development,7,4,3,0,Laboratory Technician,3,Divorced,3491,1,0,13,1,2,10,7
875,44,0,Travel_Rarely,Research & Development,29,4,4,0,Research Scientist,4,Single,4541,1,0,25,2,3,20,11
876,20,0,Travel_Rarely,Sales,21,3,3,0,Sales Representative,4,Single,2678,1,0,17,4,3,2,1
877,46,0,Travel_Rarely,Research & Development,2,4,4,0,Manufacturing Director,4,Divorced,7379,2,0,11,3,2,6,3
878,42,0,Non-Travel,Human Resources,2,5,4,0,Human Resources,1,Married,6272,7,0,16,1,4,4,3
879,60,0,Travel_Rarely,Sales,7,4,2,0,Sales Executive,4,Divorced,5220,0,1,18,2,3,11,7
880,32,0,Travel_Frequently,Research & Development,13,3,3,1,Laboratory Technician,2,Married,2743,1,0,20,3,3,2,2
881,32,0,Travel_Frequently,Research & Development,2,2,4,1,Research Scientist,3,Single,4998,4,1,14,4,3,8,7
882,36,0,Travel_Rarely,Research & Development,1,3,3,1,Manufacturing Director,1,Divorced,10252,2,1,21,3,3,7,7
883,33,0,Travel_Rarely,Research & Development,9,3,1,0,Research Scientist,4,Married,2781,0,0,13,2,3,14,10
884,40,0,Travel_Rarely,Sales,10,3,2,1,Sales Executive,2,Divorced,6852,7,0,12,2,4,5,1
885,25,0,Travel_Rarely,Sales,10,4,3,0,Sales Executive,4,Single,4950,0,0,14,2,3,4,3
886,30,0,Travel_Rarely,Research & Development,1,3,4,0,Research Scientist,2,Married,3579,0,1,21,1,3,11,9
887,42,0,Travel_Frequently,Research & Development,26,5,1,1,Research Director,1,Married,13191,3,1,17,3,3,1,0
888,35,0,Non-Travel,Sales,8,2,3,1,Sales Executive,4,Married,10377,4,1,11,2,2,13,2
889,27,0,Travel_Rarely,Research & Development,14,3,1,0,Research Scientist,1,Married,2235,1,1,14,4,2,9,7
890,54,0,Travel_Frequently,Research & Development,1,4,4,1,Manufacturing Director,3,Divorced,10502,7,0,17,1,1,5,4
891,44,0,Travel_Rarely,Research & Development,2,1,1,1,Research Scientist,4,Married,2011,1,0,13,4,3,10,5
892,19,1,Non-Travel,Research & Development,10,3,1,1,Research Scientist,2,Single,1859,1,1,25,2,4,1,1
893,29,0,Travel_Rarely,Research & Development,1,3,1,1,Research Scientist,4,Divorced,3760,1,0,15,1,3,3,2
894,54,0,Travel_Rarely,Research & Development,3,3,4,0,Research Director,4,Married,17779,3,0,14,1,3,10,9
895,31,0,Travel_Rarely,Research & Development,11,2,3,0,Healthcare Representative,1,Married,6833,1,1,12,4,2,6,5
896,31,0,Travel_Rarely,Research & Development,24,3,3,1,Healthcare Representative,1,Single,6812,1,0,19,2,3,10,9
897,59,0,Travel_Rarely,Sales,3,3,3,1,Sales Executive,4,Single,5171,5,0,17,4,3,6,1
898,43,0,Travel_Rarely,Research & Development,3,3,3,0,Research Director,4,Married,19740,3,0,14,2,3,8,7
899,49,0,Travel_Rarely,Research & Development,4,2,1,0,Manager,3,Married,18711,2,0,13,3,4,1,0
900,36,0,Travel_Frequently,Research & Development,3,3,3,0,Research Scientist,2,Married,3692,1,0,12,3,2,11,10
901,48,0,Travel_Rarely,Research & Development,2,2,4,0,Laboratory Technician,2,Single,2559,5,0,11,3,2,1,0
902,27,0,Travel_Rarely,Research & Development,4,2,1,0,Research Scientist,3,Divorced,2517,1,0,11,2,3,5,3
903,29,0,Travel_Rarely,Research & Development,7,3,3,0,Healthcare Representative,4,Divorced,6623,1,1,11,2,3,6,0
904,48,0,Travel_Rarely,Research & Development,1,3,4,0,Research Director,4,Single,18265,6,0,12,3,4,1,0
905,29,0,Travel_Rarely,Research & Development,1,3,4,1,Research Director,4,Divorced,16124,3,0,14,2,2,7,7
906,34,0,Travel_Rarely,Research & Development,20,3,3,1,Research Scientist,3,Married,2585,0,0,17,4,2,1,0
907,44,0,Travel_Rarely,Sales,5,3,2,0,Manager,2,Married,18213,7,0,11,3,3,22,9
908,33,0,Travel_Rarely,Sales,10,5,4,0,Sales Executive,3,Divorced,8380,0,1,14,4,3,9,8
909,19,0,Travel_Rarely,Research & Development,25,3,2,1,Research Scientist,4,Single,2994,1,1,12,4,3,1,0
910,23,0,Travel_Rarely,Research & Development,1,2,4,0,Research Scientist,3,Married,1223,1,0,22,4,3,1,0
911,25,1,Travel_Frequently,Sales,24,1,3,0,Sales Representative,4,Single,1118,1,1,14,4,3,1,0
912,26,0,Travel_Rarely,Research & Development,4,2,3,0,Research Scientist,4,Single,2875,1,1,20,2,2,8,5
913,45,1,Travel_Rarely,Sales,2,3,1,1,Manager,2,Single,18824,2,1,16,1,3,24,10
914,55,0,Non-Travel,Research & Development,8,1,4,0,Healthcare Representative,2,Divorced,13577,1,1,15,4,3,33,9
915,21,1,Travel_Frequently,Research & Development,10,2,1,1,Laboratory Technician,3,Single,2625,1,0,20,3,1,2,2
916,46,0,Travel_Rarely,Sales,4,2,4,1,Manager,2,Married,18789,2,0,14,3,3,11,4
917,34,0,Travel_Rarely,Sales,2,3,3,1,Sales Executive,1,Single,4538,0,1,12,4,3,3,2
918,51,0,Travel_Frequently,Sales,9,3,4,0,Manager,2,Divorced,19847,4,1,24,1,2,29,10
919,59,0,Travel_Rarely,Research & Development,18,4,4,0,Manufacturing Director,4,Single,10512,6,0,12,4,2,9,7
920,34,0,Travel_Frequently,Research & Development,19,3,3,1,Laboratory Technician,2,Divorced,4444,4,0,13,3,4,11,8
921,28,0,Travel_Frequently,Research & Development,1,4,4,0,Laboratory Technician,3,Single,2154,0,1,11,3,2,4,2
922,44,0,Travel_Rarely,Research & Development,4,2,3,0,Manager,1,Divorced,19190,1,0,14,4,2,25,9
923,34,0,Travel_Frequently,Human Resources,11,3,3,0,Human Resources,2,Married,4490,4,0,11,4,4,10,9
924,35,0,Travel_Rarely,Research & Development,6,1,3,0,Research Scientist,3,Married,3506,0,1,14,4,3,3,2
925,42,0,Travel_Rarely,Research & Development,7,4,2,1,Research Scientist,2,Married,2372,6,1,16,4,3,1,0
926,43,0,Travel_Rarely,Sales,4,4,4,1,Sales Executive,4,Single,10231,3,0,14,4,4,21,7
927,36,0,Travel_Rarely,Research & Development,2,4,3,1,Manufacturing Director,2,Single,5410,9,1,11,4,3,16,14
928,44,1,Travel_Rarely,Research & Development,15,3,1,1,Healthcare Representative,4,Married,7978,1,0,11,4,3,10,7
929,28,0,Travel_Frequently,Research & Development,2,3,4,0,Laboratory Technician,4,Married,3867,1,1,12,2,3,2,2
930,51,0,Travel_Frequently,Research & Development,6,2,2,1,Laboratory Technician,3,Single,2838,0,0,14,2,2,7,0
931,30,0,Non-Travel,Research & Development,9,2,3,1,Manufacturing Director,3,Single,4695,7,1,18,3,3,8,4
932,29,1,Travel_Rarely,Research & Development,7,3,2,1,Laboratory Technician,3,Divorced,3339,3,1,13,1,3,7,7
933,28,0,Travel_Rarely,Research & Development,1,3,4,0,Research Scientist,1,Single,2080,2,0,11,2,2,3,2
934,25,0,Travel_Rarely,Research & Development,1,3,4,1,Research Scientist,2,Single,2096,1,0,18,4,2,2,2
935,32,0,Travel_Rarely,Sales,8,3,3,0,Sales Executive,4,Married,6209,1,0,15,3,4,10,7
936,45,0,Travel_Frequently,Research & Development,25,3,2,1,Manager,2,Single,18061,3,0,22,3,3,0,0
937,39,0,Travel_Rarely,Research & Development,13,4,3,1,Manager,2,Divorced,17123,6,1,13,4,3,19,9
938,58,0,Travel_Rarely,Research & Development,23,4,1,0,Research Scientist,3,Divorced,2372,1,0,12,4,3,2,2
939,32,1,Travel_Rarely,Research & Development,7,2,4,0,Laboratory Technician,3,Married,4883,1,0,18,1,3,10,4
940,39,1,Travel_Rarely,Research & Development,23,3,3,0,Research Scientist,1,Single,3904,0,0,13,1,3,5,2
941,30,0,Travel_Rarely,Research & Development,6,3,1,1,Laboratory Technician,4,Married,4627,0,0,12,1,3,9,2
942,36,0,Travel_Rarely,Research & Development,10,4,4,1,Healthcare Representative,3,Married,7094,3,0,12,1,3,7,7
943,46,0,Travel_Rarely,Human Resources,1,2,4,1,Human Resources,1,Single,3423,6,0,12,3,4,7,6
944,28,0,Non-Travel,Research & Development,1,3,3,1,Laboratory Technician,4,Married,6674,0,0,11,1,3,9,8
945,50,0,Travel_Rarely,Research & Development,28,3,4,1,Research Director,1,Married,16880,4,1,11,2,3,3,2
946,40,1,Travel_Rarely,Sales,25,4,4,0,Sales Executive,2,Single,9094,2,1,12,3,3,5,4
947,52,1,Travel_Rarely,Sales,5,3,2,0,Sales Executive,2,Single,8446,9,1,19,3,2,8,7
948,30,0,Travel_Rarely,Research & Development,17,4,2,1,Manager,1,Married,11916,1,1,23,4,3,9,1
949,39,0,Travel_Rarely,Research & Development,18,2,1,0,Manufacturing Director,3,Single,4534,0,0,11,1,3,8,7
950,31,0,Non-Travel,Sales,2,4,4,1,Sales Executive,3,Divorced,9852,1,1,19,1,2,10,8
